0.1768,0.5769,-0.467,-0.2707,8.4581,4.9555,117,0,0.23958,0.086446,0.02071
0.1415,0.2257,-0.5683,-0.2588,8.4352,4.9951,217,0,0.36722,0.0022342,0.00082043
0.1415,0.2257,-0.5683,-0.2588,8.4352,4.9951,317,0,0,0,0
-0.2614,0.4205,-0.5473,-0.1502,8.4247,5.0172,417,0,0.44801,0.012393,0.0055521
-0.4361,0.4041,-0.3908,0.0647,8.4651,4.9506,516,0,0.23512,0.05225,0.012285
0.5253,-0.2689,0.0756,-0.0088,8.522,4.8524,617,0,1.2628,0.018283,0.023089
0.5253,-0.2689,0.0756,-0.0088,8.522,4.8524,717,0,0,0,0
0.214,0.0294,0.0811,-0.0116,8.6792,4.5653,817,0,0.43119,0.10715,0.0462
-0.0673,0.0673,-0.2222,0.0389,8.7161,4.4942,917,0,0.4154,0.0089671,0.0037249
0.3361,0.9457,-0.7726,-0.0849,8.5221,4.8515,1017,0,1.1123,0.18063,0.20091
0.3361,0.9457,-0.7726,-0.0849,8.5221,4.8515,1117,0,0,0,0
0.1672,-0.4954,-0.0697,0.0672,8.544,4.8132,1216,0,1.6123,0.025081,0.040437
0.4508,0.7376,0.6565,-0.4105,8.5462,4.7921,1317,0,1.4588,0.22865,0.33355
0.4508,0.7376,0.6565,-0.4105,8.5462,4.7921,1417,0,0,0,0
0.2458,-0.6015,-0.156,-0.2698,8.5593,4.7787,1516,0,1.5797,0.020148,0.031827
0.2534,0.373,-0.2664,-0.3568,8.5355,4.8155,1617,0,0.98076,0.0094897,0.0093071
-0.0425,0.1983,-0.1048,-0.2568,8.5456,4.8038,1717,0,0.37973,0.010239,0.003888
-0.0425,0.1983,-0.1048,-0.2568,8.5456,4.8038,1817,0,0,0,0
-0.4063,0.318,0.2576,-0.3399,8.5377,4.8128,1917,0,0.52727,0.007049,0.0037167
0.2274,0.0754,-1.088,-0.4045,8.5621,4.7641,2017,0,1.507,0.0071402,0.01076
0.2274,0.0754,-1.088,-0.4045,8.5621,4.7641,2117,0,0,0,0
0.0046,-0.5399,0.5575,-0.5531,8.5812,4.7146,2216,0,1.7708,0.024897,0.044089
0.0566,0.7624,0.2775,-0.6794,8.5917,4.6788,2316,0,1.3331,0.017344,0.02312
0.0526,0.0449,-0.6927,-0.6216,8.6343,4.6079,2416,0,1.2067,0.010182,0.012287
0.0526,0.0449,-0.6927,-0.6216,8.6343,4.6079,2517,0,0,0,0
0.0285,0.1452,-0.1192,-0.7655,8.6119,4.6282,2617,0,0.5827,0.021621,0.012599
-0.0394,0.1195,-0.2212,-0.8549,8.6146,4.6074,2716,0,0.1252,0.0084323,0.0010557
0.747,1.2238,-0.995,-0.9794,8.5867,4.6347,2816,0,1.561,0.017024,0.026574
0.747,1.2238,-0.995,-0.9794,8.5867,4.6347,2917,0,0,0,0
0.4185,0.3451,-0.0804,-0.873,8.5492,4.7244,3020,0,1.3102,0.020773,0.027216
0.0641,-0.3422,-0.7916,-0.6501,8.5241,4.8049,3117,0,1.0506,0.056795,0.059669
0.0641,-0.3422,-0.7916,-0.6439,8.5716,4.7206,3217,0,0,0.0094012,0
0.0414,2.2116,0.8034,-0.6288,8.5554,4.7519,3316,0,3.0111,0.0014701,0.0044267
0.1878,-0.8307,-0.5545,-0.6288,8.5554,4.7519,3417,0,3.3348,0,0
0.9034,0.5705,-1.8028,-0.4544,8.642,4.6131,3517,0,2.0084,0.05718,0.11484
0.9034,0.5705,-1.8028,-0.7807,8.5142,4.8031,3616,0,0,0.1589,0
-0.4389,-0.1297,1.5312,-0.5512,8.5979,4.6843,3717,0,3.6616,0.073789,0.27019
0.6634,-0.5684,-1.2649,-0.5512,8.5979,4.6843,3817,0,3.0374,0,0
0.6634,-0.5684,-1.2649,-0.8647,8.5294,4.7616,3916,0,0,0.10895,0
-0.4753,0.6461,1.3251,-0.7042,8.5599,4.7331,4017,0,3.0789,0.027503,0.084679
0.0848,-1.2172,-0.8005,-0.7042,8.5599,4.7331,4117,0,2.8816,0,0
-0.803,0.9923,0.3813,-0.7422,8.601,4.6521,4217,0,2.6583,0.0096942,0.02577
-0.803,0.9923,0.3813,-0.5942,8.6263,4.6264,4316,0,0,0.023205,0
-0.2499,-0.5008,-1.0195,-0.8134,8.5835,4.6724,4417,0,2.1207,0.051996,0.11027
0.0888,0.2355,0.9954,-0.8134,8.5835,4.6724,4517,0,2.1718,0,0
0.4476,0.3327,-1.035,-0.7109,8.6265,4.6095,4617,0,2.0641,0.016312,0.03367
0.4476,0.3327,-1.035,-0.8221,8.608,4.6257,4717,0,0,0.01297,0
-0.3486,0.3732,0.1542,-0.8221,8.608,4.6257,4817,0,1.4317,0,0
-0.1837,0.1116,-0.2098,-0.8232,8.6257,4.5925,4917,0,0.47762,0.0014167,0.00067667
-0.1837,0.1116,-0.2098,-0.7629,8.6342,4.5869,5017,0,0,0.0037397,0
0.4396,-1.1345,-0.0018,-0.9589,8.6604,4.4999,5117,0,1.4087,0.046671,0.065748
-0.0791,0.7358,1.8528,-0.9589,8.6604,4.4999,5217,0,2.6845,0,0
-0.3208,-0.6669,-0.0014,-0.5736,8.6247,4.632,5317,0,2.3375,0.16718,0.39079
-0.3208,-0.6669,-0.0014,-0.4273,8.6014,4.6908,5417,0,0,0.025404,0
-0.1015,0.2158,1.0274,-0.3507,8.5378,4.8118,5517,0,1.3732,0.024554,0.033717
0.202,-0.58,0.0977,-0.3507,8.5378,4.8118,5617,0,1.2609,0,0
0.202,-0.58,0.0977,-0.3532,8.5126,4.8561,5718,0,0,0.0026038,0
0.0387,-1.2314,1.1466,-0.4874,8.6169,4.6564,5817,0,1.2455,0.068768,0.085648
0.963,0.2218,-0.3655,-0.4874,8.6169,4.6564,5917,0,2.2918,0,0
-0.0966,0.2,1.1953,-1.275,8.4165,4.869,6016,0,1.8866,0.70567,1.3313
-0.0966,0.2,1.1953,-1.3253,8.5102,4.6894,6117,0,0,0.043566,0
-0.7272,-0.3803,0.0896,-0.8553,8.7253,4.3941,6217,0,1.3989,0.35437,0.49574
-0.6595,0.3809,-0.6737,-0.8553,8.7253,4.3941,6317,0,1.0801,0,0
1.1036,-0.3226,0.6887,-0.7984,8.721,4.4133,6417,0,2.3366,0.0036247,0.0084695
1.1036,-0.3226,0.6887,-1.0799,8.7701,4.2533,6516,0,0,0.10725,0
-0.0135,-1.5237,-0.7331,-1.0799,8.7701,4.2533,6616,0,2.1707,0,0
-0.9378,0.6971,-2.7117,-1.2049,8.9045,3.928,6717,0,3.1147,0.13951,0.43452
-0.9378,0.6971,-2.7117,-1.0666,8.5795,4.6286,6817,0,0,0.61559,0
1.855,0.9501,1.5251,-1.3229,8.5954,4.532,6917,0,5.0808,0.075274,0.38245
0.8674,-1.2803,-0.2506,-1.3229,8.5954,4.532,7018,0,3.0171,0,0
-0.4108,-1.9636,0.4468,-1.4423,8.6882,4.3134,7116,0,1.6084,0.070654,0.11364
-0.6998,3.0427,-1.1665,-1.3673,8.6637,4.3865,7217,0,5.2678,0.011569,0.060942
0.3508,-1.7189,0.106,-1.5345,8.6156,4.4256,7317,0,5.0394,0.031798,0.16025
0.3508,-1.7189,0.106,-1.5345,8.6156,4.4256,7416,0,0,0,0
-3.2795,0.9114,-1.121,-1.5856,8.5898,4.4577,7517,0,4.6479,0.0043073,0.02002
1.4514,-0.2453,2.4313,-1.6961,8.3433,4.8665,7617,0,6.0281,0.24009,1.4473
1.4514,-0.2453,2.4313,-1.6961,8.3433,4.8665,7717,0,0,0,0
0.5669,-2.6613,-1.5498,-1.4933,8.6794,4.3137,7817,0,4.7401,0.45968,2.1789
1.8506,3.2123,2.9301,-2.0483,8.1424,5.0672,7917,0,7.4978,1.1642,8.7286
0.5897,-2.0767,-0.6799,-1.6159,8.4936,4.6279,8017,0,6.5265,0.5033,3.2848
0.5897,-2.0767,-0.6799,-1.6159,8.4936,4.6279,8116,0,0,0,0
-1.6613,0.6856,-1.5078,-1.9772,8.2701,4.8854,8217,0,3.6582,0.2468,0.90284
-0.6837,-1.4936,0.3968,-1.5686,8.5613,4.5182,8324,0,3.0549,0.38659,1.181
-0.1998,2.0486,-2.6428,-1.732,8.3465,4.8484,8417,0,4.6926,0.18187,0.85345
-0.1998,2.0486,-2.6428,-1.732,8.3465,4.8484,8516,0,0,0,0
-0.2731,-1.6874,0.8167,-1.5493,8.4486,4.7319,8616,0,5.0923,0.057376,0.29217
-0.7113,0.7376,-0.6007,-1.6653,8.4518,4.6865,8717,0,2.8428,0.015527,0.044142
-0.7113,0.7376,-0.6007,-1.6653,8.4518,4.6865,8817,0,0,0,0
0.001,0.0838,1.0111,-1.5758,8.5078,4.6157,8917,0,1.8796,0.016159,0.030372
0.4546,-0.3314,-0.051,-1.6398,8.4948,4.6173,9016,0,1.2273,0.0042676,0.0052375
0.0471,-0.5773,0.4124,-1.6924,8.4623,4.6579,9116,0,0.66428,0.0054714,0.0036345
0.0471,-0.5773,0.4124,-1.6924,8.4623,4.6579,9217,0,0,0,0
-0.7405,0.1327,-0.3243,-1.5486,8.5915,4.4676,9317,0,1.2912,0.073585,0.095012
-0.5176,0.0358,1.4694,-1.7714,8.4485,4.6535,9417,0,1.8101,0.10465,0.18942
-0.5176,0.0358,1.4694,-1.7714,8.4485,4.6535,9517,0,0,0,0
