ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-3.3813,10.7912,4.262,-2.7569,8.7746,3.4024,-0.4491,0.1779,0.4294,0.0099,-0.007,0.0674,0.0,-23.63,17.63,-30.05,67.72,-63.48,39.02,2.0,69.998,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,118617,2020-09-22 19:21:41:238
-2.7801,7.3656,4.0392,-2.7569,8.7746,3.4024,-0.4491,0.1779,0.4294,-0.084,-0.0718,-0.0711,0.0,-23.63,17.63,-30.05,67.72,-63.48,39.02,2.0,69.998,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,118717,2020-09-22 19:21:41:338
-2.0327,6.8961,3.9002,-2.7663,8.7417,3.4787,-0.419,-0.4743,0.1382,-0.0111,-0.0759,0.003,0.0,-23.91,17.95,-29.62,67.16,-63.05,38.49,2.0,70.718,12.35471,76.60461,2178.72,NaN,36.32,32.048534,46.6,21 / 42,118817,2020-09-22 19:21:41:438
-4.0473,10.6115,3.8523,-2.7435,8.7536,3.4667,0.773,-1.6787,0.691,0.0087,-0.1066,0.049,0.0,-23.23,17.96,-26.68,67.69,-63.2,38.36,2.0,70.718,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,118917,2020-09-22 19:21:41:538
-3.2232,9.4881,2.7336,-2.5651,8.733,3.6504,-1.4441,2.3199,0.3044,0.0087,-0.1066,0.049,0.0,-24.77,18.68,-28.58,65.43,-62.94,35.1,2.0,70.718,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,119017,2020-09-22 19:21:41:638
-1.8386,6.0936,3.6559,-2.5651,8.733,3.6504,-1.4441,2.3199,0.3044,-0.0895,-0.224,0.1671,0.0,-24.77,18.68,-28.58,65.43,-62.94,35.1,2.0,70.718,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,119116,2020-09-22 19:21:41:737
-1.1319,8.5299,4.0583,-2.3338,8.7812,3.6897,0.9347,-2.9181,-0.3407,0.1627,0.2289,-0.232,0.0,-24.16,18.93,-28.86,62.14,-63.56,32.31,2.0,70.504,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,119217,2020-09-22 19:21:41:838
-3.9323,12.7435,4.0775,-2.4726,8.8184,3.5061,-0.5246,2.218,1.0049,0.1627,0.2289,-0.232,0.0,-25.08,18.12,-29.4,66.4,-64.06,35.19,2.0,70.504,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,119316,2020-09-22 19:21:41:937
-2.7226,8.1945,3.7158,-2.2331,8.7681,3.782,-0.4832,-0.4141,0.2404,-0.3547,-0.1311,0.1057,0.0,-24.56,19.36,-27.76,66.46,-64.06,35.19,2.0,70.504,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,119417,2020-09-22 19:21:42:038
-1.4529,7.9909,3.7637,-2.2331,8.7681,3.782,-0.4832,-0.4141,0.2404,0.037,0.1443,0.0278,0.0,-24.56,19.36,-27.76,66.46,-64.06,35.19,2.0,71.909,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,119516,2020-09-22 19:21:42:137
-3.0939,9.5743,3.1624,-2.3959,8.7965,3.6127,0.6098,-0.1595,0.5356,-0.1412,0.0172,-0.0512,0.0,-25.03,18.68,-29.64,61.17,-63.39,30.56,2.0,71.909,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,119617,2020-09-22 19:21:42:238
-2.0231,8.0196,3.9002,-2.391,8.7989,3.6101,0.0359,-1.0447,0.8,-0.1412,0.0172,-0.0512,0.0,-24.63,17.69,-29.12,64.93,-63.77,33.55,2.0,71.909,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,119716,2020-09-22 19:21:42:337
-2.9286,9.7635,4.0104,-2.391,8.7989,3.6101,0.0359,-1.0447,0.8,0.0095,0.0556,-0.0122,0.0,-24.89,18.24,-29.04,64.91,-63.8,33.52,2.0,72.338,12.354778,76.604675,2180.76,NaN,36.83,32.048534,44.0,23 / 42,119816,2020-09-22 19:21:42:437
-2.6435,8.1202,3.6295,-2.4347,8.776,3.6365,-0.6596,0.776,0.0226,-0.0779,0.0296,0.0283,0.0,-24.89,18.24,-29.04,64.91,-63.8,33.52,2.0,72.338,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,119918,2020-09-22 19:21:42:539
-2.6842,10.8942,4.2955,-2.3883,8.8027,3.6027,0.4685,-1.8914,0.4836,-0.0779,0.0296,0.0283,0.0,-24.3,18.04,-29.55,63.34,-63.5,33.8,2.0,72.338,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,120016,2020-09-22 19:21:42:637
-3.0172,9.8426,4.0847,-2.3454,8.852,3.5086,-0.2777,1.6993,0.3938,0.2627,-0.0302,0.0035,0.0,-24.62,17.58,-29.69,64.33,-63.85,33.54,2.0,72.338,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,120117,2020-09-22 19:21:42:738
-1.98,7.3153,5.2058,-2.3454,8.852,3.5086,-0.2777,1.6993,0.3938,-0.008,-0.1164,0.0511,0.0,-25.07,18.23,-29.4,65.31,-64.51,33.76,2.0,72.496,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,120217,2020-09-22 19:21:42:838
-2.162,8.228,3.3924,-2.2993,8.8271,3.6007,0.3434,-0.3526,-0.2261,0.089,0.0856,0.0076,0.0,-25.07,18.23,-29.4,65.31,-64.51,33.76,2.0,72.496,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,120317,2020-09-22 19:21:42:938
-3.1897,10.5852,3.0738,-2.3175,8.8738,3.4721,-0.0025,-0.2101,0.5674,0.089,0.0856,0.0076,0.0,-24.71,17.91,-29.02,64.2,-64.17,32.56,2.0,72.496,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,120416,2020-09-22 19:21:43:037
-1.4841,7.6435,3.711,-2.3175,8.8738,3.4721,-0.0025,-0.2101,0.5674,-0.2651,0.0416,0.0229,0.0,-24.57,18.14,-29.93,64.72,-64.81,33.72,2.0,71.958,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,120517,2020-09-22 19:21:43:138
-2.9837,9.6533,3.8403,-2.2966,8.8414,3.5672,0.1319,-1.1425,0.9077,0.1452,-0.0028,-0.0638,0.0,-24.47,17.03,-29.32,63.84,-64.37,32.77,2.0,71.958,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,120616,2020-09-22 19:21:43:237
-2.7274,9.2365,3.7254,-2.3167,8.8624,3.5016,-0.2488,0.6343,0.194,-0.0231,-0.0305,0.0191,0.0,-24.47,17.03,-29.32,63.84,-64.37,32.77,2.0,71.958,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,120717,2020-09-22 19:21:43:338
-2.1237,9.0018,4.5326,-2.3369,8.8498,3.52,0.023,-0.0424,0.3429,-0.0231,-0.0305,0.0191,0.0,-23.22,17.85,-27.25,64.05,-64.65,33.49,2.0,71.453,12.354845,76.60474,2180.12,NaN,36.54,32.048534,43.4,22 / 42,120817,2020-09-22 19:21:43:438
-2.2315,7.9981,4.4656,-2.3369,8.8498,3.52,0.023,-0.0424,0.3429,-0.054,0.0442,0.0079,0.0,-22.99,17.52,-26.07,64.75,-64.48,33.58,2.0,71.453,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,120917,2020-09-22 19:21:43:538
-2.7465,8.5275,4.8201,-2.3032,8.8538,3.532,0.1063,-0.6745,0.4657,-0.0125,0.0233,0.0167,0.0,-22.98,17.52,-26.53,63.69,-64.53,33.11,2.0,71.453,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,121017,2020-09-22 19:21:43:638
-2.4207,9.088,4.7435,-2.303,8.8534,3.5331,-0.5181,0.1954,0.6692,-0.0125,0.0233,0.0167,0.0,-22.98,17.52,-26.53,63.69,-64.53,33.11,2.0,68.639,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,121117,2020-09-22 19:21:43:738
-1.9536,8.2232,3.5337,-2.3144,8.8288,3.587,-0.2943,-0.0753,0.2112,-0.0017,0.0093,-0.0207,0.0,-23.31,18.18,-26.69,63.68,-64.53,33.1,2.0,68.639,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,121217,2020-09-22 19:21:43:838
-2.083,8.9778,3.5457,-2.3144,8.8288,3.587,-0.2943,-0.0753,0.2112,0.0782,-0.0275,0.0418,0.0,-23.51,17.95,-27.17,64.57,-64.2,32.83,2.0,68.639,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,121317,2020-09-22 19:21:43:938
-2.1428,8.8245,3.9817,-2.3182,8.8288,3.5846,0.3232,-0.2661,0.6235,0.0489,0.0198,0.007,0.0,-24.34,17.37,-29.54,63.28,-64.2,32.89,2.0,68.639,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,121416,2020-09-22 19:21:44:037
-2.5261,8.9515,4.0272,-2.3368,8.8334,3.5609,0.1209,-0.2833,0.7889,0.0489,0.0198,0.007,0.0,-24.34,17.37,-29.54,63.28,-64.2,32.89,2.0,70.146,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,121516,2020-09-22 19:21:44:137
-2.5908,8.4484,4.4799,-2.3368,8.8334,3.5609,0.1209,-0.2833,0.7889,-0.1068,0.0857,7.0E-4,0.0,-24.42,17.26,-30.47,63.62,-64.26,33.28,2.0,70.146,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,121616,2020-09-22 19:21:44:237
-2.7369,8.4484,4.4464,-2.3692,8.8046,3.6105,-0.4519,-0.7285,1.1613,0.0177,5.0E-4,-0.0366,0.0,-22.65,17.76,-26.96,63.65,-63.87,33.27,2.0,70.146,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,121716,2020-09-22 19:21:44:337
-2.3105,8.022,4.8896,-2.4104,8.7831,3.6355,-0.1045,-0.4343,0.8523,0.0177,5.0E-4,-0.0366,0.0,-22.89,17.65,-28.94,62.56,-63.59,33.55,2.0,68.565,12.354912,76.6048,2180.66,NaN,37.19,32.048534,42.9,22 / 42,121817,2020-09-22 19:21:44:438
-2.6267,7.9549,4.3913,-2.4077,8.7165,3.7943,-0.0579,-0.7299,1.0188,0.0312,0.0102,0.0185,0.0,-22.89,17.65,-28.94,62.56,-63.59,33.55,2.0,68.565,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,121916,2020-09-22 19:21:44:537
-2.6986,8.5921,5.1627,-2.4077,8.7165,3.7943,-0.0579,-0.7299,1.0188,0.0041,0.0382,0.0275,0.0,-23.79,17.96,-30.42,61.99,-62.73,32.4,2.0,68.565,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,122016,2020-09-22 19:21:44:637
-2.9741,9.1647,4.9159,-2.4168,8.7142,3.7937,-0.3932,-0.1141,1.3997,-0.1331,0.0676,-0.0133,0.0,-24.14,17.16,-30.32,62.63,-62.7,32.5,2.0,68.797,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,122116,2020-09-22 19:21:44:737
-2.495,7.6818,5.2872,-2.4399,8.6627,3.8954,-0.0964,-1.2975,1.3469,-0.1331,0.0676,-0.0133,0.0,-23.68,18.07,-30.41,61.56,-62.05,32.06,2.0,68.797,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,122217,2020-09-22 19:21:44:838
-2.9909,8.537,5.5699,-2.4399,8.6627,3.8954,-0.0964,-1.2975,1.3469,0.03,0.0281,0.0181,0.0,-23.68,18.07,-30.41,61.56,-62.05,32.06,2.0,68.797,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,122317,2020-09-22 19:21:44:938
-3.0675,8.9395,4.7602,-2.4177,8.6811,3.8683,-0.391,-0.8818,1.4216,0.0639,-0.0062,-0.007,0.0,-23.92,17.4,-30.53,61.56,-62.28,32.01,2.0,69.668,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,122417,2020-09-22 19:21:45:038
-2.3944,7.4231,5.3423,-2.4585,8.6386,3.937,-0.604,0.344,0.8516,-0.0042,0.041,0.0293,0.0,-23.99,17.51,-31.23,60.88,-61.75,31.98,2.0,69.668,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,122517,2020-09-22 19:21:45:138
-2.8304,7.9789,5.8909,-2.4545,8.6341,3.9493,0.1176,-1.1129,1.2846,-0.0042,0.041,0.0293,0.0,-23.69,17.63,-30.98,60.77,-61.7,31.86,2.0,69.668,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,122616,2020-09-22 19:21:45:237
-2.8998,8.6927,5.1052,-2.4545,8.6341,3.9493,0.1176,-1.1129,1.2846,0.0192,0.0334,0.0275,0.0,-23.69,17.63,-30.98,60.77,-61.7,31.86,2.0,69.668,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,122717,2020-09-22 19:21:45:338
-2.6339,8.4915,4.9207,-2.476,8.6199,3.967,-0.3903,-0.0755,1.2406,-0.0837,0.0723,0.0248,0.0,-23.11,17.87,-30.57,59.7,-61.52,31.97,2.0,70.024,12.354983,76.604866,2178.02,NaN,37.01,32.048534,44.0,24 / 42,122816,2020-09-22 19:21:45:437
-2.3057,8.0723,5.6777,-2.4661,8.5652,4.0899,-0.2763,-0.5911,0.9079,-0.0837,0.0723,0.0248,0.0,-22.73,18.78,-31.24,58.28,-60.86,31.09,2.0,70.024,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,122917,2020-09-22 19:21:45:538
-3.3095,8.6329,4.7219,-2.4888,8.5587,4.0895,-0.3415,0.3902,0.9454,0.1178,0.0095,0.0146,0.0,-21.95,19.26,-30.37,57.8,-60.78,31.32,2.0,70.024,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,123017,2020-09-22 19:21:45:638
-2.0854,7.7322,5.4549,-2.4888,8.5587,4.0895,-0.3415,0.3902,0.9454,0.0231,-0.0051,0.0987,0.0,-21.95,19.26,-30.37,57.8,-60.78,31.32,2.0,69.231,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,123117,2020-09-22 19:21:45:738
-2.4471,8.4125,5.3495,-2.3969,8.5893,4.0803,-0.0502,-1.009,1.517,0.0775,-0.0381,-0.0431,0.0,-20.61,18.63,-28.03,57.6,-60.78,31.32,2.0,69.231,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,123217,2020-09-22 19:21:45:838
-2.7082,8.5945,5.8789,-2.3927,8.5856,4.0906,-0.248,0.0253,0.9905,0.0775,-0.0381,-0.0431,0.0,-22.85,18.33,-31.36,58.36,-61.15,30.43,2.0,69.231,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,123316,2020-09-22 19:21:45:937
-3.0531,7.828,4.4272,-2.3927,8.5856,4.0906,-0.248,0.0253,0.9905,-0.0103,-0.0264,0.0164,0.0,-22.55,18.46,-31.45,58.26,-61.1,30.32,2.0,69.667,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,123417,2020-09-22 19:21:46:038
-1.7117,6.6518,4.9854,-2.3814,8.5088,4.2543,-0.5462,0.0768,1.0114,0.023,-0.0663,0.1439,0.0,-22.55,18.46,-31.45,58.26,-61.1,30.32,2.0,69.667,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,123516,2020-09-22 19:21:46:137
-2.4016,7.1453,6.9473,-2.3437,8.5053,4.2822,0.5585,-1.6942,0.8422,0.2006,0.0233,-0.1023,0.0,-21.34,18.94,-28.8,55.29,-60.19,29.24,2.0,69.667,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,123617,2020-09-22 19:21:46:238
-3.3717,10.5996,5.4885,-2.3995,8.5573,4.1455,-0.5111,0.3923,1.6378,0.2006,0.0233,-0.1023,0.0,-22.5,17.45,-29.35,57.26,-60.15,28.69,2.0,70.639,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,123717,2020-09-22 19:21:46:338
-1.7428,7.7825,4.6452,-2.3995,8.5573,4.1455,-0.5111,0.3923,1.6378,-0.0992,-0.0911,0.066,0.0,-22.68,18.56,-30.2,57.94,-60.76,30.06,2.0,70.639,12.355045,76.60493,2177.43,NaN,32.51,32.048534,42.9,22 / 42,123817,2020-09-22 19:21:46:438
-2.368,6.7476,5.1962,-2.3387,8.4769,4.3409,0.4854,-0.834,0.5311,-0.0309,0.0171,0.0659,0.0,-22.68,18.56,-30.2,57.94,-60.76,30.06,2.0,70.639,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,123917,2020-09-22 19:21:46:538
-2.8423,10.166,5.4214,-2.3067,8.5059,4.301,0.0573,-1.9236,1.457,-0.0309,0.0171,0.0659,0.0,-22.47,18.46,-30.87,55.27,-59.81,28.31,2.0,70.639,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,124017,2020-09-22 19:21:46:638
-2.8423,10.166,5.4214,-2.3067,8.5059,4.301,0.0573,-1.9236,1.457,0.2517,-0.1263,-0.146,0.0,-22.99,16.99,-30.2,57.48,-60.15,28.21,2.0,71.928,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,124116,2020-09-22 19:21:46:737
-2.2506,6.7212,5.1148,-2.3397,8.5213,4.2524,-0.7218,1.2383,0.5774,-0.1267,0.0282,-0.015,0.0,-22.39,17.45,-29.69,56.85,-60.33,28.82,2.0,71.928,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,124217,2020-09-22 19:21:46:838
-1.8889,7.6555,6.9785,-2.3423,8.433,4.4236,-0.2182,-0.8235,0.5122,0.0688,0.0214,0.0353,0.0,-22.39,17.45,-29.69,56.85,-60.33,28.82,2.0,71.928,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,124317,2020-09-22 19:21:46:938
-3.5706,9.9192,4.9351,-2.3434,8.4964,4.3,0.2793,-0.6624,2.0779,0.0688,0.0214,0.0353,0.0,-23.7,17.52,-30.97,57.12,-59.31,27.9,2.0,71.383,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,124416,2020-09-22 19:21:47:037
-2.3201,7.9645,6.1712,-2.3434,8.4964,4.3,0.2793,-0.6624,2.0779,-0.1313,-0.0044,-0.0051,0.0,-23.64,17.41,-30.27,58.91,-60.04,28.59,2.0,71.383,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,124517,2020-09-22 19:21:47:138
-2.5261,8.3765,4.8129,-2.3937,8.4142,4.4318,-0.2283,-0.0688,0.5572,0.0391,-0.0674,0.0293,0.0,-23.6,17.74,-30.62,57.47,-59.09,28.37,2.0,71.383,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,124617,2020-09-22 19:21:47:238
-2.7226,8.2999,5.8645,-2.3949,8.3897,4.4775,0.178,-0.3697,0.6307,0.0391,-0.0674,0.0293,0.0,-23.6,17.74,-30.62,57.47,-59.09,28.37,2.0,70.528,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,124716,2020-09-22 19:21:47:337
-2.2339,7.6794,4.9543,-2.3863,8.3653,4.5274,-0.3178,-0.235,0.3645,0.095,-0.0733,-0.0034,0.0,-24.19,16.27,-30.54,58.43,-58.82,28.14,2.0,70.528,12.355092,76.604965,2175.16,NaN,27.11,32.048534,41.9,21 / 42,124816,2020-09-22 19:21:47:437
-2.4998,8.573,5.6418,-2.3863,8.3653,4.5274,-0.3178,-0.235,0.3645,0.0343,0.0305,0.0086,0.0,-23.57,16.63,-31.06,57.52,-58.54,27.79,2.0,70.528,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,124917,2020-09-22 19:21:47:538
-2.7082,8.5059,5.3184,-2.3617,8.3998,4.4761,0.0083,-0.3963,1.3575,-0.0706,0.013,0.0012,0.0,-23.75,17.07,-30.62,57.58,-58.93,27.82,2.0,69.309,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,125017,2020-09-22 19:21:47:638
-2.392,6.4482,5.6202,-2.3967,8.3042,4.6332,-0.2658,-0.3909,0.6027,-0.0706,0.013,0.0012,0.0,-23.75,17.07,-30.62,57.58,-58.93,27.82,2.0,69.309,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,125117,2020-09-22 19:21:47:738
-2.3273,7.7298,6.3508,-2.3967,8.3042,4.6332,-0.2658,-0.3909,0.6027,-0.075,0.1419,0.0756,0.0,-22.12,18.12,-27.6,55.74,-57.86,27.35,2.0,69.309,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,125216,2020-09-22 19:21:47:837
-2.9549,10.2307,4.9063,-2.3493,8.3582,4.5597,-0.0272,-1.7042,1.4706,0.3771,-0.3401,-0.039,0.0,-23.09,16.41,-28.24,58.23,-58.46,27.26,2.0,68.797,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,125316,2020-09-22 19:21:47:937
-2.3249,7.5261,5.9149,-2.2935,8.403,4.5055,-0.4595,1.3611,0.1716,-0.1596,0.1416,0.0211,0.0,-22.84,17.2,-28.46,57.43,-58.97,26.98,2.0,68.797,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,125418,2020-09-22 19:21:48:039
-2.301,6.8794,5.8909,-2.2794,8.3477,4.6142,-0.3014,-1.163,1.028,-0.1596,0.1416,0.0211,0.0,-22.84,17.2,-28.46,57.43,-58.97,26.98,2.0,68.797,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,125517,2020-09-22 19:21:48:138
-2.1213,7.8615,5.5627,-2.2794,8.3477,4.6142,-0.3014,-1.163,1.028,0.1164,-0.0038,0.0295,0.0,-22.23,17.45,-28.52,55.05,-58.35,26.29,2.0,68.797,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,125617,2020-09-22 19:21:48:238
-2.931,9.2557,5.0333,-2.2635,8.41,4.5076,0.1281,-0.4377,0.9945,-7.0E-4,-0.0328,-0.0236,0.0,-22.82,15.98,-28.67,57.24,-59.05,26.66,2.0,70.622,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,125716,2020-09-22 19:21:48:337
-2.2698,7.2531,5.2321,-2.2822,8.3737,4.5654,-0.0623,0.1956,0.5513,-7.0E-4,-0.0328,-0.0236,0.0,-22.17,17.01,-28.5,55.31,-58.64,26.56,2.0,70.622,12.355134,76.60501,2173.04,NaN,22.64,32.048534,44.0,19 / 42,125816,2020-09-22 19:21:48:437
-2.2698,7.2531,5.2321,-2.2822,8.3737,4.5654,-0.0623,0.1956,0.5513,-0.063,0.072,0.0514,0.0,-22.17,17.01,-28.5,55.31,-58.64,26.56,2.0,70.622,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,125917,2020-09-22 19:21:48:538
-2.7274,9.1934,4.3698,-2.2493,8.3642,4.5991,0.0733,-1.1694,0.6309,0.1587,-0.0718,-0.002,0.0,-22.33,17.23,-29.1,54.89,-58.53,26.06,2.0,70.812,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,126016,2020-09-22 19:21:48:637
-2.3369,8.8676,4.0344,-2.2341,8.4302,4.4844,-0.1339,0.3246,0.2999,0.0358,-0.08,-0.03,0.0,-22.93,15.41,-26.37,59.64,-59.28,26.48,2.0,70.812,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,126116,2020-09-22 19:21:48:737
-2.6938,9.064,4.4416,-2.1886,8.4289,4.5094,-0.2317,0.3265,-0.5025,0.0358,-0.08,-0.03,0.0,-22.68,15.86,-27.04,57.84,-59.26,25.89,2.0,70.812,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,126217,2020-09-22 19:21:48:838
-1.7811,9.5887,3.275,-2.1886,8.4289,4.5094,-0.2317,0.3265,-0.5025,0.1234,-0.2071,0.0831,0.0,-22.68,15.86,-27.04,57.84,-59.26,25.89,2.0,68.346,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,126317,2020-09-22 19:21:48:938
-2.301,5.6217,6.6287,-2.1636,8.398,4.5786,0.0262,0.9986,-1.1054,-0.4768,0.5497,-0.1422,0.0,-22.99,15.52,-27.41,57.3,-58.91,25.29,2.0,68.346,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,126416,2020-09-22 19:21:49:037
-1.5368,6.4649,3.3732,-2.2958,8.3101,4.6735,-0.368,-3.8373,1.817,-0.4768,0.5497,-0.1422,0.0,-20.56,18.07,-27.78,53.59,-57.93,26.16,2.0,68.346,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,126516,2020-09-22 19:21:49:137
-0.811,13.6203,5.4358,-1.8697,8.7599,3.9924,0.5428,1.8114,0.0644,0.5845,-0.4609,0.3052,0.0,-22.68,14.42,-27.24,58.97,-63.29,25.09,2.0,68.346,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,126619,2020-09-22 19:21:49:240
-2.9861,11.4332,2.0174,-1.8697,8.7599,3.9924,0.5428,1.8114,0.0644,0.0779,0.1117,-0.2221,0.0,-22.68,14.42,-27.24,58.97,-63.29,25.09,2.0,72.916,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,126717,2020-09-22 19:21:49:338
-2.7058,9.7827,2.1108,-2.0285,8.6633,4.1235,-0.8741,2.7347,-2.8098,-0.1243,0.0172,-0.0656,0.0,-22.29,14.65,-26.75,57.16,-63.29,25.09,2.0,72.916,12.355149,76.60504,2174.74,NaN,15.23,32.048534,46.4,22 / 42,126816,2020-09-22 19:21:49:437
-1.3475,7.1309,3.2487,-2.0388,8.5403,4.3678,-0.3892,0.2719,-2.3457,-0.1243,0.0172,-0.0656,0.0,-22.82,15.98,-28.67,57.24,-62.06,26.19,2.0,72.916,12.355168,76.605064,2176.53,NaN,14.72,32.048534,46.9,21 / 42,126916,2020-09-22 19:21:49:537
-1.314,9.0545,2.8941,-2.0388,8.5403,4.3678,-0.3892,0.2719,-2.3457,-0.0497,-0.0337,0.1523,0.0,-22.8,16.09,-28.9,56.06,-60.56,25.02,2.0,69.895,12.355168,76.605064,2176.53,NaN,14.72,32.048534,46.9,21 / 42,127016,2020-09-22 19:21:49:637
